First_Author,cohort_id,Publication_Title,Publication_Year,Journal,DOI,System,Q_L.s,Velocity_m.s,Flow_Category,Decay_Method,Mesh_Size_Category,Setting,Biome,Manipulation,LULC_Category,Light_Category,Detritus_Type,Detritus_Condition,Detritus_Species,Time_Series_ID,Meas_Day,Start_Year,Start_Month,Start_Day,Temperature_C,pH,Cond_uS.cm,DOC_mg.L,Water_SRP_ug.L,Water_TP_ug.L,Water_NO3_ug.L,Water_NH4_ug.L,Water_DIN_ug.L,Water_TN_ug.L,Mass_per_remaining,Initial_Mass_g,AFDM_DM_ratio,k,Remain_Mass_Category,Tannin_per,Total_Phenolics_per,Lignin_per,Cellulose_per,Hemicellulose_per,C_per,N_per,P_per,CN_ratio,CP_ratio,NP_ratio,Ergosterol_ug.g,Component_Mass_Category,Geog_Locale,Altitude_m,Latitude,Longitude,Sample_Size,LULC_Quantified,Inverts_AddInfo,Microbes_AddInfo,CNPFluxes_AddInfo,C_method,N_method,P_method,CNP_Ratio_Type,Notes,Mass_prop,log_mass_rem
Abril,3,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0.04,riffle,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,1,0,2013,8,29,16,7.6,718,0.8,30,NA,6600,10,6810,NA,100,3.27,NA,0.053,afdm,NA,NA,NA,NA,NA,NA,NA,NA,108.9,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,Average daily air temperature 23 C (min. 11 C - max. 29 C). Accumulated precipitation 17.3mm. Chemetry analysis n = 1 (at 8 days after leaf litter immersion). Ergosterol measured for all samples but data is not extractable.,1,4.605170185988092
Abril,3,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0.04,riffle,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,1,1,2013,8,29,16,7.6,718,0.8,30,NA,6600,10,6810,NA,72.35,3.27,NA,0.053,afdm,NA,NA,NA,NA,NA,NA,NA,NA,76.6,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.7234999999999999,4.281515453077493
Abril,3,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0.04,riffle,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,1,4,2013,8,29,16,7.6,718,0.8,30,NA,6600,10,6810,NA,45.47,3.27,NA,0.053,afdm,NA,NA,NA,NA,NA,NA,NA,NA,46.72,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.4547,3.8170527678369193
Abril,3,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0.04,riffle,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,1,8,2013,8,29,16,7.6,718,0.8,30,NA,6600,10,6810,NA,28.59,3.27,NA,0.053,afdm,NA,NA,NA,NA,NA,NA,NA,NA,26.35,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.2859,3.3530570063342204
Abril,3,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0.04,riffle,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,1,11,2013,8,29,16,7.6,718,0.8,30,NA,6600,10,6810,NA,18.03,3.27,NA,0.053,afdm,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.18030000000000002,2.8920370372152258
Abril,4,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0,isolated_pool,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,2,0,2013,8,29,17.8,7.3,450,5.1,180,NA,900,240,1220,NA,100,3.27,NA,0.044,afdm,NA,NA,NA,NA,NA,NA,NA,NA,108.9,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,1,4.605170185988092
Abril,4,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0,isolated_pool,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,2,1,2013,8,29,17.8,7.3,450,5.1,180,NA,900,240,1220,NA,64.4,3.27,NA,0.044,afdm,NA,NA,NA,NA,NA,NA,NA,NA,67.02,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.644,4.165113633110308
Abril,4,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0,isolated_pool,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,2,4,2013,8,29,17.8,7.3,450,5.1,180,NA,900,240,1220,NA,47.14,3.27,NA,0.044,afdm,NA,NA,NA,NA,NA,NA,NA,NA,50.25,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.4714,3.853121897507985
Abril,4,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0,isolated_pool,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,2,8,2013,8,29,17.8,7.3,450,5.1,180,NA,900,240,1220,NA,37.8,3.27,NA,0.044,afdm,NA,NA,NA,NA,NA,NA,NA,NA,47.56,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.37799999999999995,3.632309102625542
Abril,4,Heterogeneity in leaf litter decomposition in a temporary Mediterranean stream during flow fragmentation,2016,Science of the Total Environment,10.1016/j.scitotenv.2016.02.082,stream,30,0,isolated_pool,litter_bag,5,field,Temperate forest,NA,forest,shade,leaves,senesced,Populus nigra,2,11,2013,8,29,17.8,7.3,450,5.1,180,NA,900,240,1220,NA,33.93,3.27,NA,0.044,afdm,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,afdm,"Fluvia River, Catalonia, Spain",NA,42.14,2.45,3,y,y,y,y,ea,ea,NA,molar,NA,0.3393,3.5242995787961386
Agoston-Szabo,5,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,1,0,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,100,8,NA,0.0096,afdm,NA,NA,NA,NA,NA,47.57,1.975,0.124,28.1,997.9,35.5,25.26315789,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,Depositional and erosional zones of study just inside and outside of a bend of permanently flowing sidechannel of Danube river.,1,4.605170185988092
Agoston-Szabo,5,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,1,2,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,78.78024194,8,NA,0.0096,afdm,NA,NA,NA,NA,NA,NA,1.757,0.0877,NA,NA,44.28689558,63.15789474,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.7878024194,4.366662228622076
Agoston-Szabo,5,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,1,35,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,65.1933651,8,NA,0.0096,afdm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.6519336509999999,4.177357701484538
Agoston-Szabo,5,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,1,62,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,51.5542522,8,NA,0.0096,afdm,NA,NA,NA,NA,NA,NA,1.7,0.1736,NA,NA,21.64722696,315.7894737,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.5155425220000001,3.942634693967028
Agoston-Szabo,6,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,2,0,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,100,8,NA,0.0015,afdm,NA,NA,NA,NA,NA,47.57,1.975,0.124,28.1,997.9,35.5,31.57894737,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,1,4.605170185988092
Agoston-Szabo,6,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,2,2,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,79.7204912,8,NA,0.0015,afdm,NA,NA,NA,NA,NA,NA,1.84,0.0877,NA,NA,46.37899139,50.52631579,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.797204912,4.378526656891091
Agoston-Szabo,6,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,2,35,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,77.38361437,8,NA,0.0015,afdm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.21052632,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.7738361437000001,4.348775057537941
Agoston-Szabo,6,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Salix alba,2,62,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,42.17375367,8,NA,0.0015,afdm,NA,NA,NA,NA,NA,NA,2.1,0.11,NA,NA,42.20167413,202.1052632,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.4217375367,3.7417980766023757
Agoston-Szabo,7,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,3,0,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,100,8,NA,0.0105,afdm,NA,NA,NA,NA,NA,47.27,0.852,0.057,64.8,2168.5,33.5,70.21276596,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,1,4.605170185988092
Agoston-Szabo,7,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,3,2,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,69.47368421,8,NA,0.0105,afdm,NA,NA,NA,NA,NA,NA,0.698,0.0378,NA,NA,40.81940715,255.6810704,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.6947368421,4.2409480364064
Agoston-Szabo,7,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,3,35,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,56.84210526,8,NA,0.0105,afdm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.0679974,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.5684210526,4.040277340896269
Agoston-Szabo,7,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,0.04,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,3,62,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,46.01503759,8,NA,0.0105,afdm,NA,NA,NA,NA,NA,NA,0.991,0.1425,NA,NA,15.37311444,529.5569204,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.46015037589999996,3.828968247198017
Agoston-Szabo,8,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,4,0,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,100,8,NA,0.01,afdm,NA,NA,NA,NA,NA,47.27,0.852,0.057,64.8,2168.5,33.5,63.86268919,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,1,4.605170185988092
Agoston-Szabo,8,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,4,2,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,75.78947368,8,NA,0.01,afdm,NA,NA,NA,NA,NA,NA,0.661,0.0324,NA,NA,45.0982323,108.8725598,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.7578947368,4.32795941334805
Agoston-Szabo,8,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,4,35,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,74.88721805,8,NA,0.01,afdm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.8339548,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.7488721805,4.315983222422151
Agoston-Szabo,8,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus spphybrids,4,62,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,40.60150376,8,NA,0.01,afdm,NA,NA,NA,NA,NA,NA,0.919,0.0741,NA,NA,27.4157653,312.5356438,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,0.4060150376,3.703805104345427
Agoston-Szabo,9,"Mesh size and site effects on leaf litter decomposition in a side arm of the River Danube on the Gemenc floodplain (Danube-Drava National Park, Hungary)",2016,Hydrobiologia,10.1007/s10750-015-2616-3,river,NA,NA,depositional_side_channel,litter_bag,1,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Fraxinus angustifolia,5,0,2008,3,12,13.9,8.2,387.3,6.5,10.1,132.1,1800,NA,NA,2600,100,8,NA,0.014,afdm,NA,NA,NA,NA,NA,47.55,2.37,0.118,23.4,1045.9,44.6,100,afdm,"Gemenc forest permanent flowing sidearm of Danube (Rezeti-Holt-Duna), Hungary",NA,46.22333,18.86804,3,n,y,n,n,ea,ea,acid_digest,molar,NA,1,4.605170185988092
